Дата;"Реальная сумма";"Планируемая сумма";"Валюта";"Категория";"Описание";"Счёт";"Конверт";"Перевод"		
2023-01-10;"-5.0";"";"azn";"Гигиена и красота";"5";"ASB kart";"ХаниМани";""		
2023-01-10;"-5.0";"-20.0";"azn";"Продукты";"5";"ASB kart";"Резервы";""		
2023-01-10;"-10.6";"-20.0";"azn";"Ребенок";"10.6";"Albali кредитная карта";"Резервы";""		
2023-01-10;"-16.0";"-16.0";"azn";"Ком. услуги / Квартира";"16";"Кошелек Самира";"Резервы";""		
2023-01-10;"-12.0";"-12.0";"azn";"Платный софт";"12 Memento databse";"Albali кредитная карта";"Резервы";""		
2023-01-10;"284.0";"269.0";"azn";"Пенсия Самира";"284";"ABB kart Samira";"Резервы";""		
2023-01-09;"50.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2023-01-08;"-0.6";"";"azn";"Продукты";"0.6";"Кошелёк";"ХаниМани";""		
2023-01-08;"-3.0";"";"azn";"Развлечения и хобби";"3";"Кошелёк";"ХаниМани";""		
2023-01-08;"-5.6";"-5.6";"azn";"Платный софт";"5.6 ticktick";"Albali кредитная карта";"Резервы";""		
2023-01-08;"-37.0";"-20.0";"azn";"Продукты";"37";"ASB kart";"Резервы";""		
2023-01-08;"-43.0";"-70.0";"azn";"Подарки";"43";"Кошелёк";"Резервы";""		
2023-01-08;"-3.0";"-15.0";"azn";"Гигиена и красота";"3";"ASB kart";"Резервы";""		
2023-01-07;"-13.0";"-20.0";"azn";"Ребенок";"13";"ASB kart";"Резервы";""		
2023-01-06;"-2.6";"-20.0";"azn";"Продукты";"2.6";"Кошелёк";"Резервы";""		
2023-01-06;"245.0";"";"azn";"";"";"";"";"ASB kart => Albali кредитная карта"		
2023-01-05;"300.0";"";"azn";"Зарплата Ильгар";"300";"ASB kart";"ХаниМани";""		
2023-01-04;"-4.0";"";"azn";"Дом";"4";"Кошелёк";"ХаниМани";""		
2023-01-04;"-10.0";"";"azn";"Подарки";"10";"Кошелек Самира";"ХаниМани";""		
2023-01-04;"-23.0";"-20.0";"azn";"Продукты";"23";"ASB kart";"Резервы";""		
2023-01-04;"-12.3";"-20.0";"azn";"Ребенок";"12.3";"ASB kart";"Резервы";""		
2023-01-04;"-10.0";"";"azn";"Подарки";"10";"Кошелёк";"ХаниМани";""		
2023-01-03;"-20.0";"-20.0";"azn";"Автомобиль / Бензин";"20";"Кошелёк";"Резервы";""		
2023-01-03;"-20.0";"";"azn";"Подарки";"20 ребенку";"Кошелек Самира";"ХаниМани";""		
2023-01-03;"95.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2023-01-03;"-70.0";"";"azn";"Продукты";"70 два торта";"Кошелек Самира";"ХаниМани";""		
2023-01-02;"-24.6";"-20.0";"azn";"Продукты";"3 21.6";"ASB kart";"Резервы";""		
2023-01-01;"-34.0";"";"azn";"Продукты";"11 23";"ASB kart";"ХаниМани";""		
2023-01-01;"-30.0";"-20.0";"azn";"Ребенок";"30";"ABB kart Samira";"Резервы";""		
2023-01-01;"-14.0";"-70.0";"azn";"Подарки";"14";"Кошелёк";"Резервы";""		
2023-01-01;"1157.0";"1900.0";"azn";"Зарплата Ильгар";"1125 32";"ASB kart";"Резервы";""		
2023-01-01;"9.39";"";"azn";"Проценты и бонусы";"9.39 edv";"Albali kart";"ХаниМани";""		
2023-01-01;"50.0";"";"azn";"";"";"";"";"ASB kart => Депозит-Подушка безопасности"		
2023-01-01;"479.0";"";"azn";"Зарплата Ильгар";"479";"Страхование жизни";"ХаниМани";""		
2023-01-01;"-20.0";"";"azn";"Автомобиль / Бензин";"20";"ABB kart Samira";"ХаниМани";""		
2023-01-01;"-3.0";"";"azn";"Автомобиль / Мойка";"3";"Кошелёк";"ХаниМани";""		
2023-01-01;"-10.0";"";"azn";"Автомобиль";"10 штраф";"Кошелёк";"ХаниМани";""		
2023-01-01;"6.0";"";"azn";"Проценты и бонусы";"6";"Депозит-Подушка безопасности";"ХаниМани";""		
2022-12-31;"100.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2022-12-31;"14.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2022-12-31;"-50.0";"";"azn";"Подарки";"50";"Кошелёк";"ХаниМани";""		
2022-12-31;"-19.0";"";"azn";"Подарки";"19";"ASB kart";"ХаниМани";""		
2022-12-31;"-30.0";"";"azn";"Продукты";"30";"Кошелёк";"ХаниМани";""		
2022-12-31;"-75.5";"-20.0";"azn";"Продукты";"75.5";"ASB kart";"Резервы";""		
2022-12-30;"-30.0";"";"azn";"Гигиена и красота";"30";"ASB kart";"ХаниМани";""		
2022-12-30;"-24.0";"";"azn";"Платный софт";"24 PLC-Lab";"ASB kart";"ХаниМани";""		
2022-12-30;"114.0";"";"azn";"";"";"";"";"ASB kart => Albali кредитная карта"		
2022-12-30;"-380.0";"";"azn";"Медицина / Лечение";"380 коронка на имплант";"ASB kart";"ХаниМани";""		
2022-12-30;"10.0";"";"azn";"Подарки";"10 Sadix Rufete";"Кошелек Самира";"ХаниМани";""		
2022-12-30;"-15.0";"";"azn";"Интернет и связь";"15";"ASB kart";"ХаниМани";""		
2022-12-29;"-1.5";"";"azn";"Медицина / Лекарства";"1.5";"Albali кредитная карта";"ХаниМани";""		
2022-12-29;"-13.0";"-20.0";"azn";"Ребенок";"13";"Albali кредитная карта";"Резервы";""		
2022-12-29;"-1.0";"-20.0";"azn";"Продукты";"1";"Кошелёк";"Резервы";""		
2022-12-28;"-9.0";"";"azn";"Интернет и связь";"9";"Albali кредитная карта";"ХаниМани";""		
2022-12-27;"-20.0";"-20.0";"azn";"Продукты";"20";"Кошелёк";"Резервы";""		
2022-12-26;"-31.2";"-20.0";"azn";"Ребенок";"31.2";"ASB kart";"Резервы";""		
2022-12-25;"-3.0";"";"azn";"Дом";"3";"Albali кредитная карта";"ХаниМани";""		
2022-12-25;"-3.0";"-20.0";"azn";"Продукты";"3";"Кошелёк";"Резервы";""		
2022-12-25;"-3.4";"-15.0";"azn";"Гигиена и красота";"3.4";"Albali кредитная карта";"Резервы";""		
2022-12-25;"-38.0";"";"azn";"Продукты";"38";"Albali кредитная карта";"ХаниМани";""		
2022-12-24;"-16.0";"";"azn";"Транспорт";"16";"Кошелёк";"ХаниМани";""		
2022-12-23;"-31.169999999999998";"-20.0";"azn";"Продукты";"0	86 0	86 1.6 8 0.56 0.7 5.63 3.59 1.15 6.66 1 0.56";"Albali кредитная карта";"Резервы";""
2022-12-23;"-15.52";"-20.0";"azn";"Ребенок";"10.4 5.12";"Albali кредитная карта";"Резервы";""		
2022-12-21;"-0.7";"-20.0";"azn";"Продукты";"0.7";"Кошелёк";"Резервы";""		
2022-12-20;"-10.0";"-20.0";"azn";"Ребенок";"10";"ABB kart Samira";"Резервы";""		
2022-12-20;"-20.0";"-20.0";"azn";"Автомобиль / Бензин";"20";"Кошелёк";"Резервы";""		
2022-12-20;"-12.0";"-30.0";"azn";"Медицина / Лекарства";"12";"Кошелёк";"Резервы";""		
2022-12-19;"-2.5";"-20.0";"azn";"Продукты";"2.5";"ABB kart Samira";"Резервы";""		
2022-12-18;"-7.0";"";"azn";"Дом";"7";"Кошелёк";"ХаниМани";""		
2022-12-18;"-15.3";"";"azn";"Медицина / Лекарства";"15.3";"ABB kart Samira";"ХаниМани";""		
2022-12-18;"-12.0";"";"azn";"Продукты";"12";"Кошелёк";"ХаниМани";""		
2022-12-18;"-6.7";"-15.0";"azn";"Гигиена и красота";"6.7";"Albali кредитная карта";"Резервы";""		
2022-12-18;"96.0";"";"azn";"";"";"";"";"ABB kart Samira => Кошелёк"		
2022-12-18;"-42.0";"";"azn";"Продукты";"42";"Кошелёк";"ХаниМани";""		
2022-12-17;"-4.0";"-20.0";"azn";"Продукты";"4";"ABB kart Samira";"Резервы";""		
2022-12-17;"-14.2";"-20.0";"azn";"Ребенок";"14	2";"ABB kart Samira";"Резервы";""	
2022-12-17;"-2.6";"";"azn";"Дом";"2	6";"ABB kart Samira";"ХаниМани";""	
2022-12-17;"86.31";"";"azn";"";"";"";"";"ABB kart Samira => Albali кредитная карта"		
2022-12-16;"40.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2022-12-16;"-25.0";"";"azn";"Транспорт";"8 8 9";"Кошелёк";"ХаниМани";""		
2022-12-16;"10.0";"";"azn";"Подарки";"10 ребенку";"Кошелек Самира";"ХаниМани";""		
2022-12-15;"-30.0";"-20.0";"azn";"Продукты";"30";"Кошелёк";"Резервы";""		
2022-12-15;"-5.0";"";"azn";"Автомобиль / Запчасти";"5";"Кошелёк";"ХаниМани";""		
2022-12-14;"-4.0";"-4.0";"azn";"Платный софт";"4 Google One";"Albali кредитная карта";"Резервы";""		
2022-12-13;"-5.2";"";"azn";"Медицина / Лекарства";"5.2";"Кошелёк";"ХаниМани";""		
2022-12-12;"-29.0";"-15.0";"azn";"Транспорт";"3 4 10 12";"Кошелёк";"Резервы";""		
2022-12-11;"50.0";"";"azn";"Подарки";"50 Перване Руфатику";"Кошелек Самира";"ХаниМани";""		
2022-12-11;"20.0";"";"azn";"Орифлейм";"20";"Кошелек Самира";"ХаниМани";""		
2022-12-11;"-11.0";"-20.0";"azn";"Продукты";"11";"Кошелёк";"Резервы";""		
2022-12-11;"-50.0";"-70.0";"azn";"Подарки";"50 маме Самиры";"Кошелек Самира";"Резервы";""		
2022-12-11;"-10.0";"-10.0";"azn";"Ком. услуги / Вода";"10";"Albali кредитная карта";"Резервы";""		
2022-12-10;"-47.0";"";"azn";"Ребенок";"47";"Albali кредитная карта";"ХаниМани";""		
2022-12-10;"-53.2";"";"azn";"Продукты";"53.2";"ASB kart";"ХаниМани";""		
2022-12-10;"-6.4";"";"azn";"Продукты";"6.4";"Кошелёк";"ХаниМани";""		
2022-12-10;"269.0";"269.0";"azn";"Пенсия Самира";"269";"ABB kart Samira";"Резервы";""		
2022-12-10;"9.0";"";"azn";"";"";"";"";"Кошелёк => ASB kart"		
2022-12-10;"-3.0";"";"azn";"Развлечения и хобби";"3";"Кошелёк";"ХаниМани";""		
2022-12-10;"-380.0";"";"azn";"Медицина / Лечение";"380 коронка на имплант";"ASB kart";"ХаниМани";""		
2022-12-10;"-61.0";"";"azn";"Дом";"61";"ASB kart";"ХаниМани";""		
2022-12-10;"-12.0";"-12.0";"azn";"Платный софт";"12 Memento databse";"Albali кредитная карта";"Резервы";""		
2022-12-09;"-16.0";"-20.0";"azn";"Продукты";"16";"Кошелёк";"Резервы";""		
2022-12-08;"-5.6";"-5.6";"azn";"Платный софт";"5.6 ticktick";"Albali кредитная карта";"Резервы";""		
2022-12-08;"100.0";"";"azn";"";"";"";"";"ASB kart => Albali кредитная карта"		
2022-12-08;"50.22";"";"azn";"";"";"";"";"ASB kart => Albali кредитная карта"		
2022-12-08;"-7.0";"-20.0";"azn";"Ребенок";"7";"Кошелёк";"Резервы";""		
2022-12-07;"-14.3";"-20.0";"azn";"Продукты";"14.3";"Albali кредитная карта";"Резервы";""		
2022-12-07;"-78.43";"-30.0";"azn";"Ком. услуги / Электроэнергия";"78.43";"ASB kart";"Резервы";""		
2022-12-05;"-10.0";"";"azn";"Интернет и связь";"10";"ASB kart";"ХаниМани";""		
2022-12-05;"-36.0";"-20.0";"azn";"Ребенок";"36";"Кошелёк";"Резервы";""		
2022-12-04;"-0.5";"";"azn";"Автомобиль";"0.5";"Кошелёк";"ХаниМани";""		
2022-12-04;"-22.0";"-15.0";"azn";"Гигиена и красота";"22";"Кошелёк";"Резервы";""		
2022-12-03;"-98.5";"-20.0";"azn";"Продукты";"5.5 93";"Кошелёк";"Резервы";""		
2022-12-02;"45.0";"";"azn";"";"";"";"";"ASB kart => Albali кредитная карта"		
2022-12-02;"-45.0";"";"azn";"Проценты и бонусы";"45";"Albali кредитная карта";"ХаниМани";""		
2022-12-02;"-3.0";"";"azn";"Продукты";"3";"ASB kart";"ХаниМани";""		
2022-12-02;"-38.0";"-20.0";"azn";"Ребенок";"38";"Albali кредитная карта";"Резервы";""		
2022-12-01;"854.0";"";"azn";"";"";"";"";"Резервы => ХаниМани"		
2022-12-01;"50.0";"";"azn";"";"";"";"";"ASB kart => Депозит-Подушка безопасности"		
2022-12-01;"1545.0";"1900.0";"azn";"Зарплата Ильгар";"1545";"ASB kart";"Резервы";""		
2022-12-01;"12.0";"";"azn";"Проценты и бонусы";"12 cashback";"Albali kart";"ХаниМани";""		
2022-12-01;"-2.5";"-20.0";"azn";"Продукты";"2.5";"Кошелёк";"Резервы";""		
2022-12-01;"12.65";"";"azn";"Проценты и бонусы";"12.65 edv";"Albali kart";"ХаниМани";""		
2022-12-01;"-3.0";"";"azn";"Интернет и связь";"3";"ASB kart";"ХаниМани";""		
2022-12-01;"702.41";"";"azn";"";"";"";"";"ASB kart => Albali кредитная карта"		
2022-12-01;"6.0";"";"azn";"Проценты и бонусы";"6";"Депозит-Подушка безопасности";"ХаниМани";""		
2022-12-01;"479.0";"";"azn";"Зарплата Ильгар";"479";"Страхование жизни";"ХаниМани";""		
2022-11-30;"-10.0";"";"azn";"Продукты";"10";"Кошелёк";"ХаниМани";""		
2022-11-30;"-3.5";"";"azn";"Кафе	 ресторан";"3.5";"Кошелёк";"ХаниМани";""	
2022-11-30;"-15.0";"";"azn";"Интернет и связь";"15";"Albali кредитная карта";"ХаниМани";""		
2022-11-29;"-40.0";"-20.0";"azn";"Продукты";"40";"Кошелёк";"Резервы";""		
2022-11-29;"-5.0";"";"azn";"Медицина / Лекарства";"5";"Кошелёк";"ХаниМани";""		
2022-11-29;"-6.0";"-20.0";"azn";"Ребенок";"6";"Кошелёк";"Резервы";""		
2022-11-29;"-1.0";"";"azn";"Интернет и связь";"1";"Albali кредитная карта";"ХаниМани";""		
2022-11-27;"-9.0";"-20.0";"azn";"Продукты";"3 6";"Кошелёк";"Резервы";""		
2022-11-27;"-24.0";"-70.0";"azn";"Подарки";"24";"Albali кредитная карта";"Резервы";""		
2022-11-27;"-6.0";"-15.0";"azn";"Гигиена и красота";"6";"Кошелёк";"Резервы";""		
2022-11-26;"-5.0";"";"azn";"Дом";"5";"Кошелёк";"ХаниМани";""		
2022-11-26;"-23.0";"-20.0";"azn";"Ребенок";"16 7";"Кошелёк";"Резервы";""		
2022-11-25;"-14.0";"-20.0";"azn";"Продукты";"14";"Кошелёк";"Резервы";""		
2022-11-24;"-8.0";"-8.0";"azn";"Платный софт";"8 Megogo";"Albali кредитная карта";"Резервы";""		
2022-11-23;"-36.2";"-20.0";"azn";"Ребенок";"12 10.20 14";"Кошелёк";"Резервы";""		
2022-11-23;"-16.0";"";"azn";"Медицина / Лекарства";"16";"Кошелёк";"ХаниМани";""		
2022-11-23;"-30.0";"-20.0";"azn";"Продукты";"30";"Кошелёк";"Резервы";""		
2022-11-22;"-15.0";"-20.0";"azn";"Автомобиль / Бензин";"15";"Кошелёк";"Резервы";""		
2022-11-21;"-16.0";"";"azn";"Дом";"16 сантехника";"Кошелёк";"ХаниМани";""		
2022-11-21;"-4.0";"";"azn";"Медицина / Лекарства";"4";"Кошелёк";"ХаниМани";""		
2022-11-21;"-24.0";"-20.0";"azn";"Продукты";"4 20 фындыг";"Кошелёк";"Резервы";""		
2022-11-20;"-17.0";"-15.0";"azn";"Гигиена и красота";"17";"Кошелёк";"Резервы";""		
2022-11-20;"-10.0";"-20.0";"azn";"Ребенок";"10";"Кошелёк";"Резервы";""		
2022-11-20;"-13.0";"-30.0";"azn";"Медицина / Лекарства";"13";"Albali кредитная карта";"Резервы";""		
2022-11-20;"-3.0";"";"azn";"Развлечения и хобби";"3 Футбол";"Кошелёк";"ХаниМани";""		
2022-11-20;"-8.0";"";"azn";"Медицина / Лекарства";"8";"Кошелёк";"ХаниМани";""		
2022-11-19;"-1.0";"-20.0";"azn";"Продукты";"1";"Кошелек Самира";"Резервы";""		
2022-11-19;"-4.0";"";"azn";"Продукты";"4";"Кошелёк";"ХаниМани";""		
2022-11-18;"-1.0";"";"azn";"Продукты";"1";"Кошелёк";"ХаниМани";""		
2022-11-18;"-9.0";"-35.0";"azn";"Интернет и связь";"9 Ильгар";"Albali кредитная карта";"Резервы";""		
2022-11-18;"400.0";"";"azn";"";"";"";"";"ASB kart => Albali кредитная карта"		
2022-11-18;"400.0";"";"azn";"";"";"";"";"ABB kart Samira => Albali кредитная карта"		
2022-11-18;"-18.0";"";"azn";"Ком. услуги / Отопление";"18";"Кошелёк";"ХаниМани";""		
2022-11-17;"-17.0";"-20.0";"azn";"Продукты";"17";"Albali кредитная карта";"Резервы";""		
2022-11-17;"-6.2";"-20.0";"azn";"Ребенок";"6.2";"ASB kart";"Резервы";""		
2022-11-17;"-25.0";"-35.0";"azn";"Одежда и обувь";"25";"Кошелек Самира";"Резервы";""		
2022-11-17;"64.76";"";"azn";"";"";"";"";"ASB kart => Albali кредитная карта"		
2022-11-16;"-17.0";"";"azn";"Продукты";"17";"Albali кредитная карта";"ХаниМани";""		
2022-11-15;"300.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2022-11-15;"-200.0";"";"azn";"Ребенок";"200 video foto";"Кошелёк";"ХаниМани";""		
2022-11-15;"-20.0";"";"azn";"Ребенок";"10 10 ofisiant";"Кошелёк";"ХаниМани";""		
2022-11-15;"-88.0";"";"azn";"Ребенок";"88 araq";"Кошелёк";"ХаниМани";""		
2022-11-15;"-1500.0";"";"azn";"Ребенок";"1500 banket zali Rufatik bir yas";"Кошелёк";"ХаниМани";""		
2022-11-15;"-84.0";"";"azn";"Ребенок";"84 торт";"Кошелёк";"ХаниМани";""		
2022-11-15;"2100.0";"";"azn";"Ребенок";"2100 Rufatik ad gunu bir yas";"Кошелёк";"ХаниМани";""		
2022-11-15;"-15.0";"";"azn";"Гигиена и красота";"15 салон";"Кошелек Самира";"ХаниМани";""		
2022-11-15;"-40.0";"-20.0";"azn";"Автомобиль / Бензин";"40";"Кошелёк";"Резервы";""		
2022-11-14;"-4.0";"-4.0";"azn";"Платный софт";"4 Google One";"Albali кредитная карта";"Резервы";""		
2022-11-14;"100.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2022-11-14;"-8.0";"";"azn";"Дом";"8";"Кошелёк";"ХаниМани";""		
2022-11-14;"-20.0";"";"azn";"Одежда и обувь";"20 прокат одежды";"Кошелёк";"ХаниМани";""		
2022-11-14;"-178.0";"";"azn";"Дом";"50 флешка 128 gb";"Albali кредитная карта";"ХаниМани";""		
2022-11-14;"-35.0";"-20.0";"azn";"Ребенок";"35";"Albali кредитная карта";"Резервы";""		
2022-11-13;"-11.0";"";"azn";"Ребенок";"11";"Albali кредитная карта";"ХаниМани";""		
2022-11-13;"-12.0";"-20.0";"azn";"Продукты";"12";"Albali кредитная карта";"Резервы";""		
2022-11-13;"-100.0";"-70.0";"azn";"Подарки";"50 Asiman ad gunu 50 Aleddin toy";"Кошелек Самира";"Резервы";""		
2022-11-13;"-5.0";"-15.0";"azn";"Гигиена и красота";"5";"Кошелёк";"Резервы";""		
2022-11-13;"-20.0";"";"azn";"Одежда и обувь";"20";"Кошелёк";"ХаниМани";""		
2022-11-12;"-3.0";"";"azn";"Интернет и связь";"3 Самира";"Albali кредитная карта";"ХаниМани";""		
2022-11-11;"100.0";"";"azn";"Подарки";"100 Севиндж ребенку";"Кошелек Самира";"ХаниМани";""		
2022-11-11;"22.0";"";"azn";"Орифлейм";"22";"Кошелек Самира";"ХаниМани";""		
2022-11-11;"-60.0";"";"azn";"Орифлейм";"60";"Albali кредитная карта";"ХаниМани";""		
2022-11-11;"-52.0";"-20.0";"azn";"Продукты";"40 12";"Albali кредитная карта";"Резервы";""		
2022-11-11;"-20.0";"-20.0";"azn";"Ребенок";"20 фотосессия";"Кошелёк";"Резервы";""		
2022-11-11;"-13.0";"-10.0";"azn";"Ком. услуги / Вода";"13";"Albali кредитная карта";"Резервы";""		
2022-11-11;"-12.0";"";"azn";"Медицина / Лечение";"12";"Кошелёк";"ХаниМани";""		
2022-11-10;"-26.0";"";"azn";"Платный софт";"26 Хани Мани";"Albali кредитная карта";"ХаниМани";""		
2022-11-10;"-10.0";"";"azn";"Ребенок";"10 бех торт";"Кошелёк";"ХаниМани";""		
2022-11-10;"-32.0";"-16.0";"azn";"Ком. услуги / Квартира";"32";"Кошелёк";"Резервы";""		
2022-11-10;"-12.0";"-12.0";"azn";"Платный софт";"12 Memento database";"Albali кредитная карта";"Резервы";""		
2022-11-10;"269.0";"269.0";"azn";"Пенсия Самира";"269";"ABB kart Samira";"Резервы";""		
2022-11-09;"-5.0";"";"azn";"Продукты";"5";"Кошелёк";"ХаниМани";""		
2022-11-09;"-7.0";"";"azn";"Гигиена и красота";"7";"Albali кредитная карта";"ХаниМани";""		
2022-11-09;"-100.0";"-20.0";"azn";"Продукты";"100";"ASB kart";"Резервы";""		
2022-11-09;"-146.0";"";"azn";"Ребенок";"100 beh restoran 28 украшения 18 конфеты";"Кошелёк";"ХаниМани";""		
2022-11-09;"-3.0";"";"azn";"Продукты";"3";"Кошелек Самира";"ХаниМани";""		
2022-11-09;"200.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2022-11-08;"-22.0";"";"azn";"Гигиена и красота";"22";"Albali кредитная карта";"ХаниМани";""		
2022-11-08;"-30.5";"-20.0";"azn";"Ребенок";"30.5";"Albali кредитная карта";"Резервы";""		
2022-11-08;"-5.6";"-5.6";"azn";"Платный софт";"5.6 ticktick";"Albali кредитная карта";"Резервы";""		
2022-11-08;"-20.0";"-20.0";"azn";"Автомобиль / Бензин";"20";"Кошелёк";"Резервы";""		
2022-11-07;"200.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2022-11-07;"-52.0";"-20.0";"azn";"Продукты";"40 12";"Кошелёк";"Резервы";""		
2022-11-07;"-40.0";"-30.0";"azn";"Ком. услуги / Электроэнергия";"40";"Albali кредитная карта";"Резервы";""		
2022-11-06;"-40.0";"-70.0";"azn";"Подарки";"10 yas Yusif 10 yas Heyran 20 yas Irada";"Кошелёк";"Резервы";""		
2022-11-06;"-4.0";"-15.0";"azn";"Гигиена и красота";"4";"Кошелёк";"Резервы";""		
2022-11-06;"70.0";"";"azn";"Подарки";"70 ребенку";"Кошелек Самира";"ХаниМани";""		
2022-11-05;"-44.0";"-20.0";"azn";"Продукты";"9 35";"Кошелёк";"Резервы";""		
2022-11-05;"-11.0";"-20.0";"azn";"Ребенок";"11";"Albali кредитная карта";"Резервы";""		
2022-11-05;"100.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2022-11-05;"50.0";"100.0";"azn";"";"";"";"";"Albali кредитная карта => Депозит-Подушка безопасности"		
2022-11-04;"-10.0";"-10.0";"azn";"Автомобиль / Мойка";"10";"Кошелёк";"Резервы";""		
2022-11-03;"-10.5";"-20.0";"azn";"Продукты";"10.5";"Кошелёк";"Резервы";""		
2022-11-02;"5.0";"";"azn";"Проценты и бонусы";"5";"Депозит-Подушка безопасности";"ХаниМани";""		
2022-11-02;"12.45";"";"azn";"Проценты и бонусы";"12.45 edv";"Albali kart";"ХаниМани";""		
2022-11-02;"-21.0";"-20.0";"azn";"Ребенок";"10.5 10.5 одежда";"Кошелек Самира";"Резервы";""		
2022-11-02;"-4.3";"";"azn";"Продукты";"4.3";"Кошелек Самира";"ХаниМани";""		
2022-11-01;"-14.0";"-20.0";"azn";"Продукты";"5 9";"Кошелёк";"Резервы";""		
2022-11-01;"-20.0";"-20.0";"azn";"Автомобиль / Бензин";"20";"Кошелёк";"Резервы";""		
2022-11-01;"1425.0";"1900.0";"azn";"Зарплата Ильгар";"1425";"ASB kart";"Резервы";""		
2022-11-01;"479.0";"";"azn";"Зарплата Ильгар";"479";"Страхование жизни";"ХаниМани";""		
2022-10-31;"-6.7";"";"azn";"Продукты";"6.7";"Кошелёк";"ХаниМани";""		
2022-10-30;"-15.0";"";"azn";"Интернет и связь";"15 AileNet";"Albali кредитная карта";"ХаниМани";""		
2022-10-30;"-50.0";"-70.0";"azn";"Подарки";"50 свадьба";"Кошелёк";"Резервы";""		
2022-10-30;"-5.0";"-20.0";"azn";"Продукты";"5";"Кошелек Самира";"Резервы";""		
2022-10-30;"-10.0";"-20.0";"azn";"Ребенок";"10";"Кошелёк";"Резервы";""		
2022-10-30;"-9.0";"-15.0";"azn";"Гигиена и красота";"5 4";"Кошелёк";"Резервы";""		
2022-10-29;"150.0";"";"azn";"";"";"";"";"ABB kart Samira => Кошелёк"		
2022-10-28;"-7.0";"-25.0";"azn";"Дом";"7 amazfit ремешок";"Кошелёк";"Резервы";""		
2022-10-27;"-12.0";"-25.0";"azn";"Кафе	 ресторан";"12";"Кошелёк";"Резервы";""	
2022-10-27;"-1.0";"";"azn";"Продукты";"1";"Кошелёк";"ХаниМани";""		
2022-10-26;"-15.0";"";"azn";"Гигиена и красота";"15";"Albali кредитная карта";"ХаниМани";""		
2022-10-26;"-5.0";"-50.0";"azn";"Развлечения и хобби";"5 футбол";"Кошелёк";"Резервы";""		
2022-10-25;"-20.0";"-20.0";"azn";"Автомобиль / Бензин";"20";"Кошелёк";"Резервы";""		
2022-10-24;"-66.0";"-20.0";"azn";"Продукты";"66";"Albali кредитная карта";"Резервы";""		
2022-10-24;"-30.0";"";"azn";"Дом";"30";"Albali кредитная карта";"ХаниМани";""		
2022-10-24;"-8.0";"";"azn";"Медицина / Лекарства";"8";"Кошелёк";"ХаниМани";""		
2022-10-24;"-18.0";"-8.0";"azn";"Платный софт";"18 Megogo за шесть месяцев";"Albali кредитная карта";"Резервы";""		
2022-10-24;"150.0";"";"azn";"";"";"";"";"ABB kart Samira => Кошелёк"		
2022-10-23;"-170.0";"-70.0";"azn";"Подарки";"170 часы Самире на день рождения";"Albali кредитная карта";"Резервы";""		
2022-10-23;"-70.0";"-15.0";"azn";"Гигиена и красота";"50 салон 20 укладка";"Кошелёк";"Резервы";""		
2022-10-22;"-5.0";"-20.0";"azn";"Продукты";"5";"Кошелёк";"Резервы";""		
2022-10-21;"-36.5";"";"azn";"Ребенок";"36.5 одежда";"Albali кредитная карта";"ХаниМани";""		
2022-10-21;"-37.0";"";"azn";"Ребенок";"37";"Albali кредитная карта";"ХаниМани";""		
2022-10-20;"-3.0";"";"azn";"Интернет и связь";"3 Ильгар";"Albali кредитная карта";"ХаниМани";""		
2022-10-20;"-13.0";"-20.0";"azn";"Продукты";"13";"Albali кредитная карта";"Резервы";""		
2022-10-20;"100.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2022-10-20;"-5.6";"-30.0";"azn";"Медицина / Лекарства";"4.6 1";"Albali кредитная карта";"Резервы";""		
2022-10-20;"1.0";"";"azn";"";"";"";"";"Albali кредитная карта => Кошелёк"		
2022-10-19;"-2.2";"";"azn";"Гигиена и красота";"2.2";"Кошелёк";"ХаниМани";""		
2022-10-19;"-1.0";"";"azn";"Продукты";"1";"Кошелёк";"ХаниМани";""		
2022-10-19;"-1.8";"";"azn";"Дом";"1.8";"Кошелёк";"ХаниМани";""		
2022-10-19;"-12.0";"";"azn";"Продукты";"12";"Albali кредитная карта";"ХаниМани";""		
2022-10-18;"-10.0";"-20.0";"azn";"Продукты";"10";"Кошелёк";"Резервы";""		
2022-10-18;"-20.0";"-20.0";"azn";"Ребенок";"20";"Albali кредитная карта";"Резервы";""		
2022-10-18;"-20.0";"-20.0";"azn";"Автомобиль / Бензин";"20";"Кошелёк";"Резервы";""		
2022-10-18;"-9.0";"-35.0";"azn";"Интернет и связь";"9 Ильгар";"Albali кредитная карта";"Резервы";""		
2022-10-17;"1.0";"";"azn";"";"";"";"";"Albali кредитная карта => Кошелёк"		
2022-10-17;"-53.0";"-35.0";"azn";"Одежда и обувь";"10 прокат 43 для Самиры";"Кошелек Самира";"Резервы";""		
